prefecture_id,prefectureJP,prefecture_EN,week_ending_date,Observed_weighted,Observed
1,"北海道","Hokkaido",26aug2018,410,410
1,"北海道","Hokkaido",02sep2018,351,351
1,"北海道","Hokkaido",09sep2018,404,404
1,"北海道","Hokkaido",16sep2018,385,385
1,"北海道","Hokkaido",23sep2018,368,368
1,"北海道","Hokkaido",30sep2018,391,391
1,"北海道","Hokkaido",07oct2018,363,363
1,"北海道","Hokkaido",14oct2018,352,352
1,"北海道","Hokkaido",21oct2018,361,361
1,"北海道","Hokkaido",28oct2018,363,363
1,"北海道","Hokkaido",04nov2018,378,378
1,"北海道","Hokkaido",11nov2018,431,431
1,"北海道","Hokkaido",18nov2018,359,359
1,"北海道","Hokkaido",25nov2018,380,380
1,"北海道","Hokkaido",02dec2018,392,392
1,"北海道","Hokkaido",09dec2018,375,375
1,"北海道","Hokkaido",16dec2018,377,377
1,"北海道","Hokkaido",23dec2018,391,391
1,"北海道","Hokkaido",30dec2018,367,367
1,"北海道","Hokkaido",06jan2019,382,382
1,"北海道","Hokkaido",13jan2019,411,411
1,"北海道","Hokkaido",20jan2019,398,398
1,"北海道","Hokkaido",27jan2019,384,384
1,"北海道","Hokkaido",03feb2019,396,396
1,"北海道","Hokkaido",10feb2019,366,366
1,"北海道","Hokkaido",17feb2019,375,375
1,"北海道","Hokkaido",24feb2019,337,337
1,"北海道","Hokkaido",03mar2019,363,363
1,"北海道","Hokkaido",10mar2019,395,395
1,"北海道","Hokkaido",17mar2019,371,371
1,"北海道","Hokkaido",24mar2019,407,407
1,"北海道","Hokkaido",31mar2019,373,373
1,"北海道","Hokkaido",07apr2019,362,362
1,"北海道","Hokkaido",14apr2019,358,358
1,"北海道","Hokkaido",21apr2019,379,379
1,"北海道","Hokkaido",28apr2019,376,376
1,"北海道","Hokkaido",05may2019,384,384
1,"北海道","Hokkaido",12may2019,348,348
1,"北海道","Hokkaido",19may2019,365,365
1,"北海道","Hokkaido",26may2019,363,363
1,"北海道","Hokkaido",02jun2019,323,323
1,"北海道","Hokkaido",09jun2019,375,375
1,"北海道","Hokkaido",16jun2019,373,373
1,"北海道","Hokkaido",23jun2019,377,377
1,"北海道","Hokkaido",30jun2019,382,382
1,"北海道","Hokkaido",07jul2019,366,366
1,"北海道","Hokkaido",14jul2019,388,388
1,"北海道","Hokkaido",21jul2019,339,339
1,"北海道","Hokkaido",28jul2019,358,358
1,"北海道","Hokkaido",04aug2019,409,409
1,"北海道","Hokkaido",11aug2019,362,362
1,"北海道","Hokkaido",18aug2019,361,361
1,"北海道","Hokkaido",25aug2019,391,391
1,"北海道","Hokkaido",01sep2019,394,394
1,"北海道","Hokkaido",08sep2019,399,399
1,"北海道","Hokkaido",15sep2019,379,379
1,"北海道","Hokkaido",22sep2019,364,364
1,"北海道","Hokkaido",29sep2019,388,388
1,"北海道","Hokkaido",06oct2019,401,401
1,"北海道","Hokkaido",13oct2019,376,376
1,"北海道","Hokkaido",20oct2019,380,380
1,"北海道","Hokkaido",27oct2019,351,351
1,"北海道","Hokkaido",03nov2019,384,384
1,"北海道","Hokkaido",10nov2019,355,355
1,"北海道","Hokkaido",17nov2019,378,378
1,"北海道","Hokkaido",24nov2019,362,362
1,"北海道","Hokkaido",01dec2019,359,359
1,"北海道","Hokkaido",08dec2019,365,365
1,"北海道","Hokkaido",15dec2019,365,365
1,"北海道","Hokkaido",22dec2019,354,354
1,"北海道","Hokkaido",29dec2019,357,357
1,"北海道","Hokkaido",05jan2020,394,394
1,"北海道","Hokkaido",12jan2020,375,375
1,"北海道","Hokkaido",19jan2020,365,365
1,"北海道","Hokkaido",26jan2020,391,391
1,"北海道","Hokkaido",02feb2020,391,391
1,"北海道","Hokkaido",09feb2020,380,380
1,"北海道","Hokkaido",16feb2020,389,389
1,"北海道","Hokkaido",23feb2020,360,360
1,"北海道","Hokkaido",01mar2020,400,400
1,"北海道","Hokkaido",08mar2020,359,359
1,"北海道","Hokkaido",15mar2020,394,394
1,"北海道","Hokkaido",22mar2020,380,380
1,"北海道","Hokkaido",29mar2020,399,399
1,"北海道","Hokkaido",05apr2020,378,378
1,"北海道","Hokkaido",12apr2020,362,362
1,"北海道","Hokkaido",19apr2020,378,378
1,"北海道","Hokkaido",26apr2020,330,330
1,"北海道","Hokkaido",03may2020,385,385
1,"北海道","Hokkaido",10may2020,378,378
1,"北海道","Hokkaido",17may2020,372,372
1,"北海道","Hokkaido",24may2020,396,396
1,"北海道","Hokkaido",31may2020,371,371
1,"北海道","Hokkaido",07jun2020,363,363
1,"北海道","Hokkaido",14jun2020,387,387
1,"北海道","Hokkaido",21jun2020,386,386
1,"北海道","Hokkaido",28jun2020,394,394
1,"北海道","Hokkaido",05jul2020,339,339
1,"北海道","Hokkaido",12jul2020,386,386
1,"北海道","Hokkaido",19jul2020,362,362
1,"北海道","Hokkaido",26jul2020,396,396
1,"北海道","Hokkaido",02aug2020,381,381
1,"北海道","Hokkaido",09aug2020,340,340
1,"北海道","Hokkaido",16aug2020,387,387
1,"北海道","Hokkaido",23aug2020,381,381
1,"北海道","Hokkaido",30aug2020,361,361
1,"北海道","Hokkaido",06sep2020,371,371
1,"北海道","Hokkaido",13sep2020,366,366
1,"北海道","Hokkaido",20sep2020,429,429
1,"北海道","Hokkaido",27sep2020,375,375
1,"北海道","Hokkaido",04oct2020,387,387
1,"北海道","Hokkaido",11oct2020,401,401
1,"北海道","Hokkaido",18oct2020,377,377
1,"北海道","Hokkaido",25oct2020,374,374
1,"北海道","Hokkaido",01nov2020,361,361
1,"北海道","Hokkaido",08nov2020,397,397
1,"北海道","Hokkaido",15nov2020,369,369
1,"北海道","Hokkaido",22nov2020,409,409
1,"北海道","Hokkaido",29nov2020,393,393
1,"北海道","Hokkaido",06dec2020,384,384
1,"北海道","Hokkaido",13dec2020,369,369
1,"北海道","Hokkaido",20dec2020,365,365
1,"北海道","Hokkaido",27dec2020,378,378
